CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
22349,CS,03551,  3,"Full Term ... 
21-JAN to 09-MAY",Online,ADV CYBER SEC: PRINC AND APPS,"Cox, William Henry",   ,Online,,3,35,0,0,0,35,0,0,0,
22350,CS,03570,  1,"Full Term ... 
21-JAN to 09-MAY",Day,CYBER DEFENSE OP SYS  NETWKS,"Brickley, Joseph Carl","W       1530 1645 ROBSON 207 (Class)
W       1700 1815 ROBSON 207 (Class)",Main,,3,30,0,0,0,30,0,0,0,36
22351,CS,03570,  2,"Full Term ... 
21-JAN to 09-MAY",Day,CYBER DEFENSE OP SYS  NETWKS,"Brickley, Joseph Carl","R       0930 1045 ROBSON 306 (Class)
R       1100 1215 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22352,CS,03570,  3,"Full Term ... 
21-JAN to 09-MAY",Day,CYBER DEFENSE OP SYS  NETWKS,"Brickley, Joseph Carl","M       1400 1515 ROBSON 306 (Class)
M       1530 1645 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
24356,CS,03580,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,CLOUD CMP/INTERNET OF THINGS,"Rukon, Md Muzibur Rahman","R       1830 1945 ENTPRZ 517 (Class)
R       2000 2115 ENTPRZ 517 (Class)",Main,,3,15,0,0,0,15,0,0,0,40*
22353,CS,03695,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TOPICS CYBER: LEGAL ISSUES,"Patterson, Scott","M       1400 1515 JAMES 2113 (Class)
M       1530 1645 JAMES 2113 (Class)",Main,,3,28,0,0,0,28,0,0,0,28
22355,CS,03695,  2,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TP CYBER: APL CRYPTOGRAPHY,"O'Malley, Katelyn","W       1830 1945 ENTPRZ 517 (Class)
W       2000 2115 ENTPRZ 517 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
24028,CS,03695,  3,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TOPICS CYBER: FORENSICS,"Stinchcombe, Fred","R       0930 1045 ROBSON 121 (Class)
R       1100 1215 ROBSON 121 (Class)",Main,,3,30,0,0,0,30,0,0,0,65
22357,CS,04103,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER SCI  PROGM,"Seedorf, Robert J","T       1830 1945 JAMES 3114 (Class)
T       2000 2115 JAMES 3114 (Class)
W       1830 1945 JAMES 2113 (Class)
W       2000 2115 JAMES 2113 (Class)",Main,,4,28,0,0,0,28,50,0,50,28
22358,CS,04103,  2,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER SCI  PROGM,"Seedorf, Robert J","T       1830 1945 JAMES 3114 (Class)
T       2000 2115 JAMES 3114 (Class)
R       1830 1945 JAMES 2113 (Class)
R       2000 2115 JAMES 2113 (Class)",Main,,4,28,0,0,0,28,50,0,50,28
22359,CS,04103,  3,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER SCI  PROGM,"Escajadillo Munoa, Jose Isaac","M       1830 1945 ROBSON 211 (Class)
M       2000 2115 ROBSON 211 (Class)
W       1830 1945 ROBSON 302 (Class)
W       2000 2115 ROBSON 302 (Class)",Main,,4,30,0,0,0,30,50,0,50,48
22360,CS,04103,  4,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER SCI  PROGM,"Orta, Rafael J","W       1830 1945 ROBSON 325 (Class)
W       2000 2115 ROBSON 325 (Class)
R       1830 1945 ROBSON 121 (Class)
R       2000 2115 ROBSON 121 (Class)",Main,,4,27,0,0,0,27,50,0,50,27
22364,CS,04103,  5,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER SCI  PROGM,"Orta, Rafael J","M       1830 1945 ROBSON 302 (Class)
M       2000 2115 ROBSON 302 (Class)
R       1830 1945 ROBSON 121 (Class)
R       2000 2115 ROBSON 121 (Class)",Main,,4,27,0,0,0,27,50,0,50,48
22368,CS,04111,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTEN INTRO TO OBJ ORI PROG,"Yu, Sihan","M       1230 1345 ROBSON 323 (Class)
M       1400 1515 ROBSON 323 (Class)
W       1230 1345 ROBSON 325 (Class)
W       1400 1515 ROBSON 325 (Class)
F       1230 1345 ROBSON 325 (Class)",Main,,5,27,0,0,0,27,50,0,50,27
22481,CS,04113,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO OBJ-ORIENT PRGRMMNG,"Chien, Chia C","M       0800 0915 JAMES 3114 (Class)
M       0930 1045 JAMES 3114 (Class)
W       0800 0915 JAMES 2113 (Class)
W       0930 1045 JAMES 2113 (Class)",Main,,4,28,0,0,0,28,50,0,50,28
22482,CS,04113,  2,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO OBJ-ORIENT PRGRMMNG,"Chien, Chia C","M       0800 0915 JAMES 3114 (Class)
M       0930 1045 JAMES 3114 (Class)
T       0800 0915 JAMES 2113 (Class)
T       0930 1045 JAMES 2113 (Class)",Main,,4,28,0,0,0,28,50,0,50,28
22483,CS,04113,  3,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO OBJ-ORIENT PRGRMMNG,"Gomes Santos Goncalves, Andre ","M       1100 1215 BUNCE 156 (Class)
M       1230 1345 BUNCE 156 (Class)
T       1100 1215 BUNCE 156 (Class)
T       1230 1345 BUNCE 156 (Class)",Main,,4,31,0,0,0,31,50,0,50,31
22484,CS,04113,  4,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO OBJ-ORIENT PRGRMMNG,"Gomes Santos Goncalves, Andre ","M       1400 1515 BUNCE 156 (Class)
M       1530 1645 BUNCE 156 (Class)
T       1400 1515 BUNCE 156 (Class)
T       1530 1645 BUNCE 156 (Class)",Main,,4,31,0,0,0,31,50,0,50,31
22485,CS,04114,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,HONORS OBJ-ORNT PRGM/DATA ABST,"Myers, Jack F",TR      1700 1815 ROBSON 312 (Class),Main,,3,24,0,0,0,24,50,0,50,27
22486,CS,04114,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,OBJ-ORIENT PRGRM/DATA ABSTR,"Gibson, Norman","R       1830 1945 ROBSON 312 (Class)
R       2000 2115 ROBSON 312 (Class)",Main,,3,27,0,0,0,27,50,0,50,27
22487,CS,04114,  3,"Full Term ... 
21-JAN to 09-MAY",Day,OBJ-ORIENT PRGRM/DATA ABSTR,"Weissman, Stephen B",MW      0930 1045 ROBSON 312 (Class),Main,,3,27,0,0,0,27,50,0,50,27
22488,CS,04114,  4,"Full Term ... 
21-JAN to 09-MAY",Day,OBJ-ORIENT PRGRM/DATA ABSTR,"Rabbitz, Richard J",WF      0930 1045 ROBSON 302 (Class),Main,,3,27,0,0,0,27,50,0,50,48
22489,CS,04114,  5,"Full Term ... 
21-JAN to 09-MAY",Day,OBJ-ORIENT PRGRM/DATA ABSTR,"Rabbitz, Richard J",TR      1230 1345 ROBSON 325 (Class),Main,,3,27,0,0,0,27,50,0,50,27
22490,CS,04114,  6,"Full Term ... 
21-JAN to 09-MAY",Day,OBJ-ORIENT PRGRM/DATA ABSTR,"Rabbitz, Richard J",TR      1100 1215 ROBSON 325 (Class),Main,,3,27,0,0,0,27,50,0,50,27
24029,CS,04114,  7,"Full Term ... 
21-JAN to 09-MAY",Day,OBJ-ORIENT PRGRM/DATA ABSTR,STAFF,MW      1700 1815 ROBSON 312 (Class),Main,,3,27,0,0,0,27,50,0,50,27
24150,CS,04114,  8,"Full Term ... 
21-JAN to 09-MAY",Evening,OBJ-ORIENT PRGRM/DATA ABSTR,"Morris, Anthony Shantae","M       1830 1945 BUNCE 156 (Class)
M       2000 2115 BUNCE 156 (Class)",Main,,3,0,0,0,0,0,50,0,50,31
22502,CS,04210,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV PROGRAMMING WRKSHP: JS,"Levy, Jacob Ross",MW      1900 1950 ROBSON 312 (Class),Main,,2,27,0,0,0,27,50,0,50,27
22491,CS,04210,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV PROGRAMMING WRKSHP: JS,"Levy, Jacob Ross",MW      2000 2050 ROBSON 312 (Class),Main,,2,27,0,0,0,27,50,0,50,27
22496,CS,04210,  3,"Full Term ... 
21-JAN to 09-MAY",Day,ADV PROGRAMNG WRKSHP: UNITY/C#,"Weidner, Benjamin Daniel",RF      0800 0850 ROBSON 312 (Class),Main,,2,27,0,0,0,27,50,0,50,27
22503,CS,04210,  4,"Full Term ... 
21-JAN to 09-MAY",Day,ADV PROGRAMNG WRKSHP: UNITY/C#,"Weidner, Benjamin Daniel",RF      0930 1020 ROBSON 312 (Class),Main,,2,27,0,0,0,27,50,0,50,27
22504,CS,04210,  5,"Full Term ... 
21-JAN to 09-MAY",Day,ADV PROGRAMNG WRKSHP: UNITY/C#,"Weidner, Benjamin Daniel",RF      1100 1150 ROBSON 312 (Class),Main,,2,27,0,0,0,27,50,0,50,27
22505,CS,04215,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER LAB TECHNQ,"Provine, Darren F.",TR      1230 1345 JAMES 2113 (Class),Main,,3,28,0,0,0,28,50,0,50,28
22506,CS,04215,  2,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER LAB TECHNQ,"Provine, Darren F.",TR      1100 1215 JAMES 2113 (Class),Main,,3,28,0,0,0,28,50,0,50,28
22508,CS,04215,  3,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER LAB TECHNQ,"Provine, Darren F.",MF      1100 1215 JAMES 2113 (Class),Main,,3,28,0,0,0,28,50,0,50,28
22509,CS,04215,  4,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER LAB TECHNQ,"Provine, Darren F.",MF      1230 1345 JAMES 2113 (Class),Main,,3,28,0,0,0,28,50,0,50,28
22510,CS,04215,  5,"Full Term ... 
21-JAN to 09-MAY",Evening,COMPUTER LAB TECHNQ,"Pugh, Brandon Scott","M       1830 1945 JAMES 2113 (Class)
M       2000 2115 JAMES 2113 (Class)",Main,,3,28,0,0,0,28,50,0,50,28
22511,CS,04222,  1,"Full Term ... 
21-JAN to 09-MAY",Day,DATA STRUCT/ALGORIM,"Hristescu, Gabriela","T       1530 1645 ROBSON 325 (Class)
T       1700 1815 ROBSON 325 (Class)
R       1400 1515 JAMES 3114 (Class)
R       1530 1645 JAMES 3114 (Class)",Main,,4,27,0,0,0,27,50,0,50,27
22515,CS,04222,  2,"Full Term ... 
21-JAN to 09-MAY",Day,DATA STRUCT/ALGORIM,"Hristescu, Gabriela","T       1100 1215 ROBSON 312 (Class)
T       1230 1345 ROBSON 312 (Class)
R       1400 1515 JAMES 3114 (Class)
R       1530 1645 JAMES 3114 (Class)",Main,,4,27,0,0,0,27,50,0,50,27
22517,CS,04222,  3,"Full Term ... 
21-JAN to 09-MAY",Day,DATA STRUCT/ALGORIM,"Safko, Gregory J","T       1530 1645 ROBSON 121 (Class)
T       1700 1815 ROBSON 121 (Class)
R       1530 1645 ROBSON 325 (Class)
R       1700 1815 ROBSON 325 (Class)",Main,,4,27,0,0,0,27,50,0,50,27
22518,CS,04222,  4,"Full Term ... 
21-JAN to 09-MAY",Evening,DATA STRUCT/ALGORIM,"Safko, Gregory J","T       1830 1945 ROBSON 121 (Class)
T       2000 2115 ROBSON 121 (Class)
R       1830 1945 ROBSON 302 (Class)
R       2000 2115 ROBSON 302 (Class)",Main,,4,30,0,0,0,30,50,0,50,48
22519,CS,04225,  1,"Full Term ... 
21-JAN to 09-MAY",Day,PRINCIPLES OF DATA STRUCTURES,"Weidner, Benjamin Daniel",MW      1230 1345 ROBSON 121 (Class),Main,,3,30,0,0,0,30,50,0,50,65
22521,CS,04225,  2,"Full Term ... 
21-JAN to 09-MAY",Day,PRINCIPLES OF DATA STRUCTURES,"Weidner, Benjamin Daniel",MW      1400 1515 ROBSON 121 (Class),Main,,3,30,0,0,0,30,50,0,50,65
22523,CS,04225,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,PRINCIPLES OF DATA STRUCTURES,"Stockton, Edward L","M       1830 1945 ENTPRZ 517 (Class)
M       2000 2115 ENTPRZ 517 (Class)",Main,,3,30,0,0,0,30,50,0,50,40
22524,CS,04225,  4,"Full Term ... 
21-JAN to 09-MAY",Evening,PRINCIPLES OF DATA STRUCTURES,"Stockton, Edward L","W       1830 1945 ROBSON 305 (Class)
W       2000 2115 ROBSON 305 (Class)",Main,,3,24,0,0,0,24,50,0,50,24
22526,CS,04225,  5,"Full Term ... 
21-JAN to 09-MAY",Evening,PRINCIPLES OF DATA STRUCTURES,STAFF,"R       1830 1945 ROBSON 211 (Class)
R       2000 2115 ROBSON 211 (Class)",Main,,3,0,0,0,0,0,0,0,0,48
22529,CS,04315,  1,"Full Term ... 
21-JAN to 09-MAY",Day,PROGRAMMING LANGUAGES,"Weissman, Stephen B","T       1230 1345 ROBSON 323 (Class)
T       1400 1515 ROBSON 323 (Class)",Main,,3,30,0,0,0,30,50,0,50,30
22528,CS,04315,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,PROGRAMMING LANGUAGES,"Tinkham, Nancy",MW      1700 1815 ROBSON 323 (Class),Main,,3,30,0,0,0,30,50,0,50,30
24151,CS,04315,  3,"Full Term ... 
21-JAN to 09-MAY",Day,PROGRAMMING LANGUAGES,"Weissman, Stephen B",MW      1100 1215 ROBSON 312 (Class),Main,,3,27,0,0,0,27,50,0,50,27
22530,CS,04321,  1,"Full Term ... 
21-JAN to 09-MAY",Day,SOFTWARE ENGINEERING I,"Toporski, Neil F.",MTR     1400 1515 ROBSON 207 (Class),Main,,4,30,0,0,0,30,50,0,50,36
22531,CS,04321,  2,"Full Term ... 
21-JAN to 09-MAY",Day,SOFTWARE ENGINEERING I,"Toporski, Neil F.",MTR     1230 1345 ROBSON 207 (Class),Main,,4,30,0,0,0,30,50,0,50,36
22532,CS,04321,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,SOFTWARE ENGINEERING I,"Pierantozzi, Jeffrey C.","W       1830 1945 ROBSON 207 (Class)
W       2000 2115 ROBSON 207 (Class)",Main,,4,30,0,0,0,30,50,0,50,36
22535,CS,04391,  1,"Full Term ... 
21-JAN to 09-MAY",Day,PARALLEL AND CONCURRENT PROG,"Guo, Guimu","F       0930 1045 ROBSON 121 (Class)
F       1100 1215 ROBSON 121 (Class)",Main,,3,15,0,0,0,15,50,0,50,65*
24030,CS,04394,  1,"Full Term ... 
21-JAN to 09-MAY",Day,DISTRIBUTED SYSTEMS,"McKee, Patrick M","W       1530 1645 ROBSON 211 (Class)
W       1700 1815 ROBSON 211 (Class)",Main,,3,15,0,0,0,15,50,0,50,48*
22538,CS,04400,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMP SCI-SENIOR PROJECT,"McKee, Patrick M",W       1230 1345 ROBSON 211 (Class),Main,,3,30,0,0,0,30,50,0,50,48
22539,CS,04400,  2,"Full Term ... 
21-JAN to 09-MAY",Day,COMP SCI-SENIOR PROJECT,"Baliga, Ganesh R.",F       0930 1045 ROBSON 207 (Class),Main,,3,30,0,0,0,30,50,0,50,36
22540,CS,04400,  3,"Full Term ... 
21-JAN to 09-MAY",Day,COMP SCI-SENIOR PROJECT,"Baliga, Ganesh R.",F       1100 1215 ROBSON 207 (Class),Main,,3,30,0,0,0,30,50,0,50,36
22542,CS,04444,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,HUMAN-COMPUTER INTERACTION,"Togashi, Michele Mayumi","T       1830 1945 ROBSON 207 (Class)
T       2000 2115 ROBSON 207 (Class)",Main,,3,30,0,0,0,30,50,0,50,36
24031,CS,04444,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,HUMAN-COMPUTER INTERACTION,"Togashi, Michele Mayumi","M       1830 1945 ROBSON 306 (Class)
M       2000 2115 ROBSON 306 (Class)",Main,,3,0,0,0,0,0,50,0,50,40
22543,CS,04515,  1,"Full Term ... 
21-JAN to 09-MAY",Day,EMBEDDED SYSTEMS PROG,"McKee, Patrick M","T       0800 0915 ROBSON 207 (Class)
T       0930 1045 ROBSON 207 (Class)",Main,,3,15,0,0,0,15,0,0,0,36*
22536,CS,04563,  1,"Full Term ... 
21-JAN to 09-MAY",Day,PARALLEL AND CONCURRENT PROG,"Guo, Guimu","F       0930 1045 ROBSON 121 (Class)
F       1100 1215 ROBSON 121 (Class)",Main,,3,15,0,0,0,15,0,0,0,65*
22628,CS,04565,  1,"Full Term ... 
21-JAN to 09-MAY",Day,SYSTEM PROGRAMMING,"Chu, Heng Yi M","W       0930 1045 ROBSON 121 (Class)
W       1100 1215 ROBSON 121 (Class)",Main,,3,30,0,0,0,30,0,0,0,65
22629,CS,06205,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER ORGANIZATION,"Fiedler, Frank",MF      1230 1345 ROBSON 306 (Class),Main,,3,30,0,0,0,30,50,0,50,40
22631,CS,06205,  2,"Full Term ... 
21-JAN to 09-MAY",Day,"COMPUTER ORGANIZATIONStudents must bring laptops to class
","Ivanov, Nick",MW      0930 1045 ROBSON 323 (Class),Main,,3,30,0,0,0,30,50,0,50,30
22632,CS,06205,  3,"Full Term ... 
21-JAN to 09-MAY",Day,"COMPUTER ORGANIZATIONStudents must bring laptops to class
","Ivanov, Nick",MF      1100 1215 ROBSON 323 (Class),Main,,3,30,0,0,0,30,50,0,50,30
24686,CS,06205,  4,"Full Term ... 
21-JAN to 09-MAY",Evening,COMPUTER ORGANIZATION,"Escajadillo Munoa, Jose Isaac","W       1830 1945 ROBSON 306 (Class)
W       2000 2115 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,50,0,50,40
22634,CS,06395,  1,"Full Term ... 
21-JAN to 09-MAY",Day,OPERATING SYSTEMS,"Ghen, Michael",TR      0800 0915 ROBSON 323 (Class),Main,,3,30,0,0,0,30,50,0,50,30
22635,CS,06395,  2,"Full Term ... 
21-JAN to 09-MAY",Day,OPERATING SYSTEMS,"McKee, Patrick M",MF      0800 0915 ROBSON 211 (Class),Main,,3,30,0,0,0,30,50,0,50,48
22637,CS,06395,  3,"Full Term ... 
21-JAN to 09-MAY",Day,OPERATING SYSTEMS,"McKee, Patrick M",MF      0930 1045 ROBSON 211 (Class),Main,,3,0,0,0,0,0,0,0,0,48
22545,CS,06420,  1,"Full Term ... 
21-JAN to 09-MAY",Day,EMBEDDED SYSTEMS PROGRAMMING,"McKee, Patrick M","T       0800 0915 ROBSON 207 (Class)
T       0930 1045 ROBSON 207 (Class)",Main,,3,15,0,0,0,15,50,0,50,36*
22638,CS,06447,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO TOP IOT UPPER STACK,"Chandrasekaran, Ganesh","W       1830 1945 ROBSON 211 (Class)
W       2000 2115 ROBSON 211 (Class)",Main,,3,30,0,0,0,30,50,0,50,48
22653,CS,07210,  1,"Full Term ... 
21-JAN to 09-MAY",Day,FOUNDATIONS COMP SCI,"Fiedler, Frank",MF      0930 1045 ROBSON 306 (Class),Main,,3,30,0,0,0,30,50,0,50,40
22656,CS,07210,  2,"Full Term ... 
21-JAN to 09-MAY",Day,FOUNDATIONS COMP SCI,"Fiedler, Frank",MF      1100 1215 ROBSON 306 (Class),Main,,3,30,0,0,0,30,50,0,50,40
22657,CS,07210,  3,"Full Term ... 
21-JAN to 09-MAY",Day,FOUNDATIONS COMP SCI,"Tinkham, Nancy",MW      1530 1645 ROBSON 323 (Class),Main,,3,30,0,0,0,30,50,0,50,30
22662,CS,07210,  4,"Full Term ... 
21-JAN to 09-MAY",Day,HONORS FOUNDATIONS COMP SCI,"Tinkham, Nancy",TR      1530 1645 ROBSON 323 (Class),Main,,3,24,0,0,0,24,50,0,50,30
22659,CS,07210,  5,"Full Term ... 
21-JAN to 09-MAY",Evening,FOUNDATIONS COMP SCI,"Tinkham, Nancy",TR      1700 1815 ROBSON 323 (Class),Main,,3,30,0,0,0,30,50,0,50,30
22665,CS,07340,  1,"Full Term ... 
21-JAN to 09-MAY",Day,DES-ANLYS ALGORITHMS,"Hristescu, Gabriela",WF      1230 1345 ROBSON 323 (Class),Main,,3,30,0,0,0,30,50,0,50,30
22666,CS,07340,  2,"Full Term ... 
21-JAN to 09-MAY",Day,DES-ANLYS ALGORITHMS,"Lobo, Andrea F.",TR      1100 1215 ROBSON 211 (Class),Main,,3,30,0,0,0,30,50,0,50,48
22667,CS,07340,  3,"Full Term ... 
21-JAN to 09-MAY",Day,DES-ANLYS ALGORITHMS,"Lobo, Andrea F.",TR      1230 1345 ROBSON 211 (Class),Main,,3,30,0,0,0,30,50,0,50,48
22678,CS,07350,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER CRYPTOGRAPHY,"Baliga, Ganesh R.","M       1400 1515 JAMES 3114 (Class)
M       1530 1645 JAMES 3114 (Class)",Main,,3,15,0,0,0,15,50,0,50,68*
22685,CS,07459,  1,"Full Term ... 
21-JAN to 09-MAY",Day,MODELS OF DEEP LEARNING,"Kokalj-Filipovic, Silvija","R       1400 1515 ROBSON 302 (Class)
R       1530 1645 ROBSON 302 (Class)",Main,,3,15,0,0,0,15,50,0,50,48*
22690,CS,07460,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER VISION,"Rabbitz, Richard J","W       1400 1515 JAMES 3114 (Class)
W       1530 1645 JAMES 3114 (Class)",Main,,3,30,0,0,0,30,50,0,50,68
22691,CS,07540,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ADV DESIGN  ANALY OF ALGOR,"Fiedler, Frank","T       1100 1215 JAMES 3114 (Class)
T       1230 1345 JAMES 3114 (Class)",Main,,3,68,0,0,0,68,0,0,0,68
22694,CS,07540,  2,"Full Term ... 
21-JAN to 09-MAY",Day,ADV DESIGN  ANALY OF ALGOR,"Fiedler, Frank","R       1100 1215 JAMES 3114 (Class)
R       1230 1345 JAMES 3114 (Class)",Main,,3,68,0,0,0,68,0,0,0,68
22696,CS,07556,  1,"Full Term ... 
21-JAN to 09-MAY",Day,MACHINE LEARNING I,"Ho, Shen Shyang","F       1230 1345 ROBSON 211 (Class)
F       1400 1515 ROBSON 211 (Class)",Main,,3,30,0,0,0,30,0,0,0,48
22688,CS,07559,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ADV MODELS OF DEEP LEARNING,"Kokalj-Filipovic, Silvija","R       1400 1515 ROBSON 302 (Class)
R       1530 1645 ROBSON 302 (Class)",Main,,3,15,0,0,0,15,0,0,0,48*
22697,CS,07565,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER VISION,"Rabbitz, Richard J","F       1400 1515 ROBSON 207 (Class)
F       1530 1645 ROBSON 207 (Class)",Main,,3,30,0,0,0,30,0,0,0,36
22680,CS,07652,  1,"Full Term ... 
21-JAN to 09-MAY",Day,CRYPTOGRAPHIC ALGORITHMS,"Baliga, Ganesh R.","M       1400 1515 JAMES 3114 (Class)
M       1530 1645 JAMES 3114 (Class)",Main,,3,15,0,0,0,15,0,0,0,68*
22698,CS,07695,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV TPS CS: FNCTNL PROGRAMMING,"Juneja, Badal Raghuvir","W       1830 1945 ROBSON 323 (Class)
W       2000 2115 ROBSON 323 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
22699,CS,07695,  2,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TPS CS: WEB SERVER PLTFRMS,"Singer, Steven","W       0930 1045 ROBSON 325 (Class)
W       1100 1215 ROBSON 325 (Class)",Main,,3,12,0,0,0,12,0,0,0,27*
22701,CS,07695,  3,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TPS CS: HW  DG SYS,"Trofimoff, Alejandro Erick","R       1530 1645 ROBSON 121 (Class)
R       1700 1815 ROBSON 121 (Class)",Main,,3,30,0,0,0,30,0,0,0,65
22703,CS,07695,  4,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV TPS CS: IOT UPPER STACK,"Chandrasekaran, Ganesh","R       1830 1945 ROBSON 207 (Class)
R       2000 2115 ROBSON 207 (Class)",Main,,3,15,0,0,0,15,0,0,0,36*
22702,CS,07695,  5,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TPS CS: HW  DG SYS,"Trofimoff, Alejandro Erick","R       1100 1215 ROBSON 302 (Class)
R       1230 1345 ROBSON 302 (Class)",Main,,3,30,0,0,0,30,0,0,0,48
22705,CS,07695,  6,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV TPS CS: AI  LLMS,"Varadaraju, Sahana","W       1830 1945 JAMES 3114 (Class)
W       2000 2115 JAMES 3114 (Class)",Main,,3,30,0,0,0,30,0,0,0,68
24262,CS,07695,  7,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TPS CS: DISTRIBUTED SYS,"McKee, Patrick M","W       1530 1645 ROBSON 211 (Class)
W       1700 1815 ROBSON 211 (Class)",Main,,3,15,0,0,0,15,0,0,0,48*
22706,CS,08380,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO COMPUTER ANIMATION,"Rabbitz, Richard J","R       1530 1645 ROBSON 311 (Class)
R       1700 1815 ROBSON 311 (Class)",Main,,3,15,0,0,0,15,50,0,50,50*
22707,CS,08680,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER ANIMATION,"Rabbitz, Richard J","R       1530 1645 ROBSON 311 (Class)
R       1700 1815 ROBSON 311 (Class)",Main,,3,15,0,0,0,15,0,0,0,50*
24687,CS,09410,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,DATA COMM/NETWORKING,"Escajadillo Munoa, Jose Isaac","R       1830 1945 JAMES 3114 (Class)
R       2000 2115 JAMES 3114 (Class)",Main,,3,28,0,0,0,28,50,0,50,68*
22710,CS,09427,  1,"Full Term ... 
21-JAN to 09-MAY",Day,PRINCIPLES OF NETWORK SECURITY,"Brickley, Joseph Carl","M       0930 1045 ROBSON 302 (Class)
M       1100 1215 ROBSON 302 (Class)",Main,,3,15,0,0,0,15,50,0,50,48*
22711,CS,09510,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,COMPUTER NETWORKS,"Escajadillo Munoa, Jose Isaac","R       1830 1945 JAMES 3114 (Class)
R       2000 2115 JAMES 3114 (Class)",Main,,3,40,0,0,0,40,0,0,0,68*
22713,CS,09510,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,COMPUTER NETWORKS,"Chu, Heng Yi M",T       1630 1900   (Class),ASRC Fed Mission Solutions Eng,,3,0,0,0,0,0,0,0,0,
22709,CS,09612,  1,"Full Term ... 
21-JAN to 09-MAY",Day,NETWORK SECURITY,"Brickley, Joseph Carl","M       0930 1045 ROBSON 302 (Class)
M       1100 1215 ROBSON 302 (Class)",Main,,3,15,0,0,0,15,0,0,0,48*
22714,CS,10271,  1,"Full Term ... 
21-JAN to 09-MAY",Online,INTRO TO ANDROID PROGRAMMING,"Robinson, John H.",   ,Online,,3,35,0,0,0,35,50,0,50,
22716,CS,10310,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO TO WEB DEVELOPMENT,"Burns, Edward Ewing","T       1830 1945 ROBSON 302 (Class)
T       2000 2115 ROBSON 302 (Class)",Main,,3,30,0,0,0,30,50,0,50,48
22717,CS,10310,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO TO WEB DEVELOPMENT,"Hoxworth, Ryan","R       1830 1945 ROBSON 325 (Class)
R       2000 2115 ROBSON 325 (Class)",Main,,3,30,0,0,0,30,50,0,50,27
